freq,unit,bmi,isced11,sex,age,geo,TIME_PERIOD,values
A,PC,BMI18P5-24,TOTAL,F,Y25-64,HR,2014,52
A,PC,BMI18P5-24,TOTAL,F,Y25-64,HU,2014,48.2
A,PC,BMI18P5-24,TOTAL,F,Y25-64,IE,2014,48.8
A,PC,BMI18P5-24,TOTAL,F,Y25-64,IS,2014,48.6
A,PC,BMI18P5-24,TOTAL,F,Y25-64,IT,2014,62.9
A,PC,BMI18P5-24,TOTAL,F,Y25-64,LT,2014,45.8
A,PC,BMI18P5-24,TOTAL,F,Y25-64,LU,2014,56.5
A,PC,BMI18P5-24,TOTAL,F,Y25-64,LV,2014,46.6
A,PC,BMI18P5-24,TOTAL,F,Y25-64,MT,2014,42.1
A,PC,BMI18P5-24,TOTAL,F,Y25-64,NL,2014,52.4
A,PC,BMI18P5-24,TOTAL,F,Y25-64,NO,2014,57.8
A,PC,BMI18P5-24,TOTAL,F,Y25-64,PL,2014,52.5
A,PC,BMI18P5-24,TOTAL,F,Y25-64,PT,2014,50.2
A,PC,BMI18P5-24,TOTAL,F,Y25-64,RO,2014,49.8
A,PC,BMI18P5-24,TOTAL,F,Y25-64,SE,2014,54.4
A,PC,BMI18P5-24,TOTAL,F,Y25-64,SI,2014,51.4
A,PC,BMI18P5-24,TOTAL,F,Y25-64,SK,2014,54
A,PC,BMI18P5-24,TOTAL,F,Y25-64,TR,2014,35.3
A,PC,BMI18P5-24,TOTAL,F,Y25-64,UK,2014,44.8
A,PC,BMI18P5-24,TOTAL,F,Y35-44,AT,2014,63.6
A,PC,BMI18P5-24,TOTAL,F,Y35-44,AT,2019,57.2
A,PC,BMI18P5-24,TOTAL,F,Y35-44,BE,2014,62.1
A,PC,BMI18P5-24,TOTAL,F,Y35-44,BE,2019,52.2
A,PC,BMI18P5-24,TOTAL,F,Y35-44,BG,2014,61.9
A,PC,BMI18P5-24,TOTAL,F,Y35-44,BG,2019,62.3
A,PC,BMI18P5-24,TOTAL,F,Y35-44,CY,2014,65.5
A,PC,BMI18P5-24,TOTAL,F,Y35-44,CY,2019,58.8
A,PC,BMI18P5-24,TOTAL,F,Y35-44,CZ,2014,59.6
A,PC,BMI18P5-24,TOTAL,F,Y35-44,CZ,2019,52.3
A,PC,BMI18P5-24,TOTAL,F,Y35-44,DE,2014,59.6
A,PC,BMI18P5-24,TOTAL,F,Y35-44,DE,2019,53.4
A,PC,BMI18P5-24,TOTAL,F,Y35-44,DK,2014,54.8
A,PC,BMI18P5-24,TOTAL,F,Y35-44,DK,2019,57.6
A,PC,BMI18P5-24,TOTAL,F,Y35-44,EE,2014,56.3
A,PC,BMI18P5-24,TOTAL,F,Y35-44,EE,2019,57.7
A,PC,BMI18P5-24,TOTAL,F,Y35-44,EL,2014,57.3
A,PC,BMI18P5-24,TOTAL,F,Y35-44,EL,2019,62
A,PC,BMI18P5-24,TOTAL,F,Y35-44,ES,2014,61.5
A,PC,BMI18P5-24,TOTAL,F,Y35-44,ES,2019,57.9
A,PC,BMI18P5-24,TOTAL,F,Y35-44,EU27_2020,2014,60
A,PC,BMI18P5-24,TOTAL,F,Y35-44,EU27_2020,2019,56.7
A,PC,BMI18P5-24,TOTAL,F,Y35-44,EU28,2014,58.6
A,PC,BMI18P5-24,TOTAL,F,Y35-44,FI,2014,57.9
A,PC,BMI18P5-24,TOTAL,F,Y35-44,FI,2019,47.9
A,PC,BMI18P5-24,TOTAL,F,Y35-44,FR,2014,57.6
A,PC,BMI18P5-24,TOTAL,F,Y35-44,FR,2019,56.4
A,PC,BMI18P5-24,TOTAL,F,Y35-44,HR,2014,59
A,PC,BMI18P5-24,TOTAL,F,Y35-44,HR,2019,50.5
A,PC,BMI18P5-24,TOTAL,F,Y35-44,HU,2014,57.1
A,PC,BMI18P5-24,TOTAL,F,Y35-44,HU,2019,54.8
A,PC,BMI18P5-24,TOTAL,F,Y35-44,IE,2014,53.4
A,PC,BMI18P5-24,TOTAL,F,Y35-44,IE,2019,NA
A,PC,BMI18P5-24,TOTAL,F,Y35-44,IS,2014,53.3
A,PC,BMI18P5-24,TOTAL,F,Y35-44,IS,2019,46.2
A,PC,BMI18P5-24,TOTAL,F,Y35-44,IT,2014,68.6
A,PC,BMI18P5-24,TOTAL,F,Y35-44,IT,2019,64.6
A,PC,BMI18P5-24,TOTAL,F,Y35-44,LT,2014,52.5
A,PC,BMI18P5-24,TOTAL,F,Y35-44,LT,2019,61.6
A,PC,BMI18P5-24,TOTAL,F,Y35-44,LU,2014,58.3
A,PC,BMI18P5-24,TOTAL,F,Y35-44,LU,2019,60.4
A,PC,BMI18P5-24,TOTAL,F,Y35-44,LV,2014,55.9
A,PC,BMI18P5-24,TOTAL,F,Y35-44,LV,2019,56.3
A,PC,BMI18P5-24,TOTAL,F,Y35-44,MT,2014,42.7
A,PC,BMI18P5-24,TOTAL,F,Y35-44,MT,2019,43.2
A,PC,BMI18P5-24,TOTAL,F,Y35-44,NL,2014,54.5
A,PC,BMI18P5-24,TOTAL,F,Y35-44,NL,2019,52.8
A,PC,BMI18P5-24,TOTAL,F,Y35-44,NO,2014,60.3
A,PC,BMI18P5-24,TOTAL,F,Y35-44,NO,2019,56.5
A,PC,BMI18P5-24,TOTAL,F,Y35-44,PL,2014,58.8
A,PC,BMI18P5-24,TOTAL,F,Y35-44,PL,2019,57
A,PC,BMI18P5-24,TOTAL,F,Y35-44,PT,2014,55.3
A,PC,BMI18P5-24,TOTAL,F,Y35-44,PT,2019,54.5
A,PC,BMI18P5-24,TOTAL,F,Y35-44,RO,2014,56.1
A,PC,BMI18P5-24,TOTAL,F,Y35-44,RO,2019,57.7
A,PC,BMI18P5-24,TOTAL,F,Y35-44,RS,2019,64.7
A,PC,BMI18P5-24,TOTAL,F,Y35-44,SE,2014,55.8
A,PC,BMI18P5-24,TOTAL,F,Y35-44,SE,2019,54
A,PC,BMI18P5-24,TOTAL,F,Y35-44,SI,2014,56.8
A,PC,BMI18P5-24,TOTAL,F,Y35-44,SI,2019,56.6
A,PC,BMI18P5-24,TOTAL,F,Y35-44,SK,2014,64.8
A,PC,BMI18P5-24,TOTAL,F,Y35-44,SK,2019,52.2
A,PC,BMI18P5-24,TOTAL,F,Y35-44,TR,2014,34.4
A,PC,BMI18P5-24,TOTAL,F,Y35-44,TR,2019,36
A,PC,BMI18P5-24,TOTAL,F,Y35-44,UK,2014,46.3
A,PC,BMI18P5-24,TOTAL,F,Y45-54,AT,2014,57.5
A,PC,BMI18P5-24,TOTAL,F,Y45-54,AT,2019,52
A,PC,BMI18P5-24,TOTAL,F,Y45-54,BE,2014,55.7
A,PC,BMI18P5-24,TOTAL,F,Y45-54,BE,2019,46.1
A,PC,BMI18P5-24,TOTAL,F,Y45-54,BG,2014,47.9
A,PC,BMI18P5-24,TOTAL,F,Y45-54,BG,2019,55
A,PC,BMI18P5-24,TOTAL,F,Y45-54,CY,2014,55.3
A,PC,BMI18P5-24,TOTAL,F,Y45-54,CY,2019,50.3
A,PC,BMI18P5-24,TOTAL,F,Y45-54,CZ,2014,47.9
A,PC,BMI18P5-24,TOTAL,F,Y45-54,CZ,2019,46.9
A,PC,BMI18P5-24,TOTAL,F,Y45-54,DE,2014,53.1
A,PC,BMI18P5-24,TOTAL,F,Y45-54,DE,2019,51.9
A,PC,BMI18P5-24,TOTAL,F,Y45-54,DK,2014,56
A,PC,BMI18P5-24,TOTAL,F,Y45-54,DK,2019,46.8
A,PC,BMI18P5-24,TOTAL,F,Y45-54,EE,2014,45.3
A,PC,BMI18P5-24,TOTAL,F,Y45-54,EE,2019,45.3
A,PC,BMI18P5-24,TOTAL,F,Y45-54,EL,2014,45
A,PC,BMI18P5-24,TOTAL,F,Y45-54,EL,2019,50.5
A,PC,BMI18P5-24,TOTAL,F,Y45-54,ES,2014,53.2
A,PC,BMI18P5-24,TOTAL,F,Y45-54,ES,2019,52.5
A,PC,BMI18P5-24,TOTAL,F,Y45-54,EU27_2020,2014,52.2
A,PC,BMI18P5-24,TOTAL,F,Y45-54,EU27_2020,2019,50.6
A,PC,BMI18P5-24,TOTAL,F,Y45-54,EU28,2014,50.9
A,PC,BMI18P5-24,TOTAL,F,Y45-54,FI,2014,46
A,PC,BMI18P5-24,TOTAL,F,Y45-54,FI,2019,39.4
A,PC,BMI18P5-24,TOTAL,F,Y45-54,FR,2014,54
A,PC,BMI18P5-24,TOTAL,F,Y45-54,FR,2019,50.4
A,PC,BMI18P5-24,TOTAL,F,Y45-54,HR,2014,49.7
A,PC,BMI18P5-24,TOTAL,F,Y45-54,HR,2019,40.1
A,PC,BMI18P5-24,TOTAL,F,Y45-54,HU,2014,45.1
A,PC,BMI18P5-24,TOTAL,F,Y45-54,HU,2019,41.1
A,PC,BMI18P5-24,TOTAL,F,Y45-54,IE,2014,46.7
A,PC,BMI18P5-24,TOTAL,F,Y45-54,IE,2019,NA
A,PC,BMI18P5-24,TOTAL,F,Y45-54,IS,2014,42.2
A,PC,BMI18P5-24,TOTAL,F,Y45-54,IS,2019,43.4
A,PC,BMI18P5-24,TOTAL,F,Y45-54,IT,2014,61.8
A,PC,BMI18P5-24,TOTAL,F,Y45-54,IT,2019,60.8
A,PC,BMI18P5-24,TOTAL,F,Y45-54,LT,2014,38.6
A,PC,BMI18P5-24,TOTAL,F,Y45-54,LT,2019,38
A,PC,BMI18P5-24,TOTAL,F,Y45-54,LU,2014,57.2
A,PC,BMI18P5-24,TOTAL,F,Y45-54,LU,2019,54.9
A,PC,BMI18P5-24,TOTAL,F,Y45-54,LV,2014,40.4
A,PC,BMI18P5-24,TOTAL,F,Y45-54,LV,2019,38.8
A,PC,BMI18P5-24,TOTAL,F,Y45-54,MT,2014,40
A,PC,BMI18P5-24,TOTAL,F,Y45-54,MT,2019,33.7
A,PC,BMI18P5-24,TOTAL,F,Y45-54,NL,2014,49.7
A,PC,BMI18P5-24,TOTAL,F,Y45-54,NL,2019,48.4
A,PC,BMI18P5-24,TOTAL,F,Y45-54,NO,2014,52.1
A,PC,BMI18P5-24,TOTAL,F,Y45-54,NO,2019,45.4
A,PC,BMI18P5-24,TOTAL,F,Y45-54,PL,2014,44.8
A,PC,BMI18P5-24,TOTAL,F,Y45-54,PL,2019,43.9
A,PC,BMI18P5-24,TOTAL,F,Y45-54,PT,2014,44.9
A,PC,BMI18P5-24,TOTAL,F,Y45-54,PT,2019,47
A,PC,BMI18P5-24,TOTAL,F,Y45-54,RO,2014,40.8
A,PC,BMI18P5-24,TOTAL,F,Y45-54,RO,2019,42.7
A,PC,BMI18P5-24,TOTAL,F,Y45-54,RS,2019,49.6
A,PC,BMI18P5-24,TOTAL,F,Y45-54,SE,2014,47.3
A,PC,BMI18P5-24,TOTAL,F,Y45-54,SE,2019,48.8
A,PC,BMI18P5-24,TOTAL,F,Y45-54,SI,2014,47.3
A,PC,BMI18P5-24,TOTAL,F,Y45-54,SI,2019,48.5
A,PC,BMI18P5-24,TOTAL,F,Y45-54,SK,2014,48.2
A,PC,BMI18P5-24,TOTAL,F,Y45-54,SK,2019,46
A,PC,BMI18P5-24,TOTAL,F,Y45-54,TR,2014,19.5
A,PC,BMI18P5-24,TOTAL,F,Y45-54,TR,2019,24.4
A,PC,BMI18P5-24,TOTAL,F,Y45-54,UK,2014,40.9
A,PC,BMI18P5-24,TOTAL,F,Y45-64,AT,2014,53
A,PC,BMI18P5-24,TOTAL,F,Y45-64,AT,2019,48.5
A,PC,BMI18P5-24,TOTAL,F,Y45-64,BE,2014,51
A,PC,BMI18P5-24,TOTAL,F,Y45-64,BE,2019,46.5
A,PC,BMI18P5-24,TOTAL,F,Y45-64,BG,2014,41.6
A,PC,BMI18P5-24,TOTAL,F,Y45-64,BG,2019,45.3
A,PC,BMI18P5-24,TOTAL,F,Y45-64,CY,2014,47
A,PC,BMI18P5-24,TOTAL,F,Y45-64,CY,2019,45
A,PC,BMI18P5-24,TOTAL,F,Y45-64,CZ,2014,39.9
A,PC,BMI18P5-24,TOTAL,F,Y45-64,CZ,2019,43.4
A,PC,BMI18P5-24,TOTAL,F,Y45-64,DE,2014,50.5
A,PC,BMI18P5-24,TOTAL,F,Y45-64,DE,2019,46.8
A,PC,BMI18P5-24,TOTAL,F,Y45-64,DK,2014,52.9
A,PC,BMI18P5-24,TOTAL,F,Y45-64,DK,2019,47.1
A,PC,BMI18P5-24,TOTAL,F,Y45-64,EE,2014,37
A,PC,BMI18P5-24,TOTAL,F,Y45-64,EE,2019,37.7
A,PC,BMI18P5-24,TOTAL,F,Y45-64,EL,2014,41.2
A,PC,BMI18P5-24,TOTAL,F,Y45-64,EL,2019,42.8
A,PC,BMI18P5-24,TOTAL,F,Y45-64,ES,2014,48.6
A,PC,BMI18P5-24,TOTAL,F,Y45-64,ES,2019,47.9
A,PC,BMI18P5-24,TOTAL,F,Y45-64,EU27_2020,2014,47.8
A,PC,BMI18P5-24,TOTAL,F,Y45-64,EU27_2020,2019,46.5
A,PC,BMI18P5-24,TOTAL,F,Y45-64,EU28,2014,47
A,PC,BMI18P5-24,TOTAL,F,Y45-64,FI,2014,42.6
A,PC,BMI18P5-24,TOTAL,F,Y45-64,FI,2019,37
A,PC,BMI18P5-24,TOTAL,F,Y45-64,FR,2014,51.4
A,PC,BMI18P5-24,TOTAL,F,Y45-64,FR,2019,49.1
A,PC,BMI18P5-24,TOTAL,F,Y45-64,HR,2014,41.4
A,PC,BMI18P5-24,TOTAL,F,Y45-64,HR,2019,35.8
A,PC,BMI18P5-24,TOTAL,F,Y45-64,HU,2014,37.2
A,PC,BMI18P5-24,TOTAL,F,Y45-64,HU,2019,35.9
A,PC,BMI18P5-24,TOTAL,F,Y45-64,IE,2014,44.9
A,PC,BMI18P5-24,TOTAL,F,Y45-64,IE,2019,NA
A,PC,BMI18P5-24,TOTAL,F,Y45-64,IS,2014,43.9
A,PC,BMI18P5-24,TOTAL,F,Y45-64,IS,2019,38.3
A,PC,BMI18P5-24,TOTAL,F,Y45-64,IT,2014,57
A,PC,BMI18P5-24,TOTAL,F,Y45-64,IT,2019,57.6
A,PC,BMI18P5-24,TOTAL,F,Y45-64,LT,2014,32.7
A,PC,BMI18P5-24,TOTAL,F,Y45-64,LT,2019,31.4
A,PC,BMI18P5-24,TOTAL,F,Y45-64,LU,2014,51.1
A,PC,BMI18P5-24,TOTAL,F,Y45-64,LU,2019,52.3
A,PC,BMI18P5-24,TOTAL,F,Y45-64,LV,2014,31.6
A,PC,BMI18P5-24,TOTAL,F,Y45-64,LV,2019,30.8
A,PC,BMI18P5-24,TOTAL,F,Y45-64,MT,2014,35.8
A,PC,BMI18P5-24,TOTAL,F,Y45-64,MT,2019,33.6
A,PC,BMI18P5-24,TOTAL,F,Y45-64,NL,2014,47.8
A,PC,BMI18P5-24,TOTAL,F,Y45-64,NL,2019,48.4
A,PC,BMI18P5-24,TOTAL,F,Y45-64,NO,2014,51.8
A,PC,BMI18P5-24,TOTAL,F,Y45-64,NO,2019,47.2
A,PC,BMI18P5-24,TOTAL,F,Y45-64,PL,2014,39.6
A,PC,BMI18P5-24,TOTAL,F,Y45-64,PL,2019,38.4
A,PC,BMI18P5-24,TOTAL,F,Y45-64,PT,2014,39.3
A,PC,BMI18P5-24,TOTAL,F,Y45-64,PT,2019,40.3
A,PC,BMI18P5-24,TOTAL,F,Y45-64,RO,2014,36.5
A,PC,BMI18P5-24,TOTAL,F,Y45-64,RO,2019,37.1
A,PC,BMI18P5-24,TOTAL,F,Y45-64,RS,2019,44
A,PC,BMI18P5-24,TOTAL,F,Y45-64,SE,2014,47.4
A,PC,BMI18P5-24,TOTAL,F,Y45-64,SE,2019,46.5
A,PC,BMI18P5-24,TOTAL,F,Y45-64,SI,2014,41.4
A,PC,BMI18P5-24,TOTAL,F,Y45-64,SI,2019,43.4
A,PC,BMI18P5-24,TOTAL,F,Y45-64,SK,2014,38.3
A,PC,BMI18P5-24,TOTAL,F,Y45-64,SK,2019,39.4
A,PC,BMI18P5-24,TOTAL,F,Y45-64,TR,2014,18.9
A,PC,BMI18P5-24,TOTAL,F,Y45-64,TR,2019,23.1
A,PC,BMI18P5-24,TOTAL,F,Y45-64,UK,2014,40.8
A,PC,BMI18P5-24,TOTAL,F,Y55-64,AT,2014,47.3
A,PC,BMI18P5-24,TOTAL,F,Y55-64,AT,2019,44.6
A,PC,BMI18P5-24,TOTAL,F,Y55-64,BE,2014,45.4
A,PC,BMI18P5-24,TOTAL,F,Y55-64,BE,2019,46.9
A,PC,BMI18P5-24,TOTAL,F,Y55-64,BG,2014,36.6
A,PC,BMI18P5-24,TOTAL,F,Y55-64,BG,2019,35.7
A,PC,BMI18P5-24,TOTAL,F,Y55-64,CY,2014,36.7
A,PC,BMI18P5-24,TOTAL,F,Y55-64,CY,2019,39.4
A,PC,BMI18P5-24,TOTAL,F,Y55-64,CZ,2014,31.8
A,PC,BMI18P5-24,TOTAL,F,Y55-64,CZ,2019,39.6
A,PC,BMI18P5-24,TOTAL,F,Y55-64,DE,2014,47.3
A,PC,BMI18P5-24,TOTAL,F,Y55-64,DE,2019,42
A,PC,BMI18P5-24,TOTAL,F,Y55-64,DK,2014,49.1
A,PC,BMI18P5-24,TOTAL,F,Y55-64,DK,2019,47.4
A,PC,BMI18P5-24,TOTAL,F,Y55-64,EE,2014,29.1
A,PC,BMI18P5-24,TOTAL,F,Y55-64,EE,2019,30.7
A,PC,BMI18P5-24,TOTAL,F,Y55-64,EL,2014,36.9
A,PC,BMI18P5-24,TOTAL,F,Y55-64,EL,2019,34.2
A,PC,BMI18P5-24,TOTAL,F,Y55-64,ES,2014,42.7
A,PC,BMI18P5-24,TOTAL,F,Y55-64,ES,2019,42.4
A,PC,BMI18P5-24,TOTAL,F,Y55-64,EU27_2020,2014,43
A,PC,BMI18P5-24,TOTAL,F,Y55-64,EU27_2020,2019,42.2
A,PC,BMI18P5-24,TOTAL,F,Y55-64,EU28,2014,42.8
A,PC,BMI18P5-24,TOTAL,F,Y55-64,FI,2014,39.1
A,PC,BMI18P5-24,TOTAL,F,Y55-64,FI,2019,34.8
A,PC,BMI18P5-24,TOTAL,F,Y55-64,FR,2014,48.8
A,PC,BMI18P5-24,TOTAL,F,Y55-64,FR,2019,47.8
A,PC,BMI18P5-24,TOTAL,F,Y55-64,HR,2014,33.2
A,PC,BMI18P5-24,TOTAL,F,Y55-64,HR,2019,32.1
A,PC,BMI18P5-24,TOTAL,F,Y55-64,HU,2014,30.5
A,PC,BMI18P5-24,TOTAL,F,Y55-64,HU,2019,30.4
A,PC,BMI18P5-24,TOTAL,F,Y55-64,IE,2014,42.9
A,PC,BMI18P5-24,TOTAL,F,Y55-64,IE,2019,NA
A,PC,BMI18P5-24,TOTAL,F,Y55-64,IS,2014,45.9
A,PC,BMI18P5-24,TOTAL,F,Y55-64,IS,2019,33
A,PC,BMI18P5-24,TOTAL,F,Y55-64,IT,2014,51
A,PC,BMI18P5-24,TOTAL,F,Y55-64,IT,2019,53.8
A,PC,BMI18P5-24,TOTAL,F,Y55-64,LT,2014,26.2
A,PC,BMI18P5-24,TOTAL,F,Y55-64,LT,2019,25.4
A,PC,BMI18P5-24,TOTAL,F,Y55-64,LU,2014,42.8
A,PC,BMI18P5-24,TOTAL,F,Y55-64,LU,2019,49.3
A,PC,BMI18P5-24,TOTAL,F,Y55-64,LV,2014,22.6
A,PC,BMI18P5-24,TOTAL,F,Y55-64,LV,2019,23.9
A,PC,BMI18P5-24,TOTAL,F,Y55-64,MT,2014,31.3
A,PC,BMI18P5-24,TOTAL,F,Y55-64,MT,2019,33.5
A,PC,BMI18P5-24,TOTAL,F,Y55-64,NL,2014,45.5
A,PC,BMI18P5-24,TOTAL,F,Y55-64,NL,2019,48.5
A,PC,BMI18P5-24,TOTAL,F,Y55-64,NO,2014,51.6
A,PC,BMI18P5-24,TOTAL,F,Y55-64,NO,2019,49.3
A,PC,BMI18P5-24,TOTAL,F,Y55-64,PL,2014,35.4
A,PC,BMI18P5-24,TOTAL,F,Y55-64,PL,2019,33.8
A,PC,BMI18P5-24,TOTAL,F,Y55-64,PT,2014,33
A,PC,BMI18P5-24,TOTAL,F,Y55-64,PT,2019,33.1
A,PC,BMI18P5-24,TOTAL,F,Y55-64,RO,2014,32.6
A,PC,BMI18P5-24,TOTAL,F,Y55-64,RO,2019,30.7
A,PC,BMI18P5-24,TOTAL,F,Y55-64,RS,2019,38.7
A,PC,BMI18P5-24,TOTAL,F,Y55-64,SE,2014,47.6
A,PC,BMI18P5-24,TOTAL,F,Y55-64,SE,2019,44
A,PC,BMI18P5-24,TOTAL,F,Y55-64,SI,2014,35.2
A,PC,BMI18P5-24,TOTAL,F,Y55-64,SI,2019,38.2
A,PC,BMI18P5-24,TOTAL,F,Y55-64,SK,2014,28.9
A,PC,BMI18P5-24,TOTAL,F,Y55-64,SK,2019,32.7
A,PC,BMI18P5-24,TOTAL,F,Y55-64,TR,2014,18.1
A,PC,BMI18P5-24,TOTAL,F,Y55-64,TR,2019,21.5
A,PC,BMI18P5-24,TOTAL,F,Y55-64,UK,2014,40.6
A,PC,BMI18P5-24,TOTAL,F,Y65-74,AT,2014,37.1
A,PC,BMI18P5-24,TOTAL,F,Y65-74,AT,2019,38.9
A,PC,BMI18P5-24,TOTAL,F,Y65-74,BE,2014,41.1
A,PC,BMI18P5-24,TOTAL,F,Y65-74,BE,2019,40.1
A,PC,BMI18P5-24,TOTAL,F,Y65-74,BG,2014,31.1
A,PC,BMI18P5-24,TOTAL,F,Y65-74,BG,2019,29.8
A,PC,BMI18P5-24,TOTAL,F,Y65-74,CY,2014,32.8
A,PC,BMI18P5-24,TOTAL,F,Y65-74,CY,2019,38.6
A,PC,BMI18P5-24,TOTAL,F,Y65-74,CZ,2014,24.6
A,PC,BMI18P5-24,TOTAL,F,Y65-74,CZ,2019,28.6
A,PC,BMI18P5-24,TOTAL,F,Y65-74,DE,2014,39
A,PC,BMI18P5-24,TOTAL,F,Y65-74,DE,2019,38.6
A,PC,BMI18P5-24,TOTAL,F,Y65-74,DK,2014,49.5
A,PC,BMI18P5-24,TOTAL,F,Y65-74,DK,2019,48.9
A,PC,BMI18P5-24,TOTAL,F,Y65-74,EE,2014,27.5
A,PC,BMI18P5-24,TOTAL,F,Y65-74,EE,2019,20.5
A,PC,BMI18P5-24,TOTAL,F,Y65-74,EL,2014,30.5
A,PC,BMI18P5-24,TOTAL,F,Y65-74,EL,2019,26.9
A,PC,BMI18P5-24,TOTAL,F,Y65-74,ES,2014,31.7
A,PC,BMI18P5-24,TOTAL,F,Y65-74,ES,2019,36.1
A,PC,BMI18P5-24,TOTAL,F,Y65-74,EU27_2020,2014,36.5
A,PC,BMI18P5-24,TOTAL,F,Y65-74,EU27_2020,2019,37.5
A,PC,BMI18P5-24,TOTAL,F,Y65-74,EU28,2014,36.6
A,PC,BMI18P5-24,TOTAL,F,Y65-74,FI,2014,36.9
A,PC,BMI18P5-24,TOTAL,F,Y65-74,FI,2019,32.2
A,PC,BMI18P5-24,TOTAL,F,Y65-74,FR,2014,42.1
A,PC,BMI18P5-24,TOTAL,F,Y65-74,FR,2019,48.1
A,PC,BMI18P5-24,TOTAL,F,Y65-74,HR,2014,27.7
A,PC,BMI18P5-24,TOTAL,F,Y65-74,HR,2019,22.6
A,PC,BMI18P5-24,TOTAL,F,Y65-74,HU,2014,26.1
A,PC,BMI18P5-24,TOTAL,F,Y65-74,HU,2019,25.2
A,PC,BMI18P5-24,TOTAL,F,Y65-74,IE,2014,42.6
A,PC,BMI18P5-24,TOTAL,F,Y65-74,IE,2019,NA
A,PC,BMI18P5-24,TOTAL,F,Y65-74,IS,2014,34.7
A,PC,BMI18P5-24,TOTAL,F,Y65-74,IS,2019,39
A,PC,BMI18P5-24,TOTAL,F,Y65-74,IT,2014,44
A,PC,BMI18P5-24,TOTAL,F,Y65-74,IT,2019,45.2
A,PC,BMI18P5-24,TOTAL,F,Y65-74,LT,2014,21.1
A,PC,BMI18P5-24,TOTAL,F,Y65-74,LT,2019,25.9
A,PC,BMI18P5-24,TOTAL,F,Y65-74,LU,2014,45.6
A,PC,BMI18P5-24,TOTAL,F,Y65-74,LU,2019,43.3
A,PC,BMI18P5-24,TOTAL,F,Y65-74,LV,2014,20
A,PC,BMI18P5-24,TOTAL,F,Y65-74,LV,2019,21.4
A,PC,BMI18P5-24,TOTAL,F,Y65-74,MT,2014,27.7
A,PC,BMI18P5-24,TOTAL,F,Y65-74,MT,2019,29.3
A,PC,BMI18P5-24,TOTAL,F,Y65-74,NL,2014,43.1
A,PC,BMI18P5-24,TOTAL,F,Y65-74,NL,2019,43.6
A,PC,BMI18P5-24,TOTAL,F,Y65-74,NO,2014,47.6
A,PC,BMI18P5-24,TOTAL,F,Y65-74,NO,2019,47.8
A,PC,BMI18P5-24,TOTAL,F,Y65-74,PL,2014,27.2
A,PC,BMI18P5-24,TOTAL,F,Y65-74,PL,2019,26.4
A,PC,BMI18P5-24,TOTAL,F,Y65-74,PT,2014,29
A,PC,BMI18P5-24,TOTAL,F,Y65-74,PT,2019,30.8
A,PC,BMI18P5-24,TOTAL,F,Y65-74,RO,2014,30.8
A,PC,BMI18P5-24,TOTAL,F,Y65-74,RO,2019,29.7
A,PC,BMI18P5-24,TOTAL,F,Y65-74,RS,2019,34
A,PC,BMI18P5-24,TOTAL,F,Y65-74,SE,2014,39.9
A,PC,BMI18P5-24,TOTAL,F,Y65-74,SE,2019,43.3
A,PC,BMI18P5-24,TOTAL,F,Y65-74,SI,2014,35.4
A,PC,BMI18P5-24,TOTAL,F,Y65-74,SI,2019,31.1
A,PC,BMI18P5-24,TOTAL,F,Y65-74,SK,2014,21.1
A,PC,BMI18P5-24,TOTAL,F,Y65-74,SK,2019,23
A,PC,BMI18P5-24,TOTAL,F,Y65-74,TR,2014,25.6
A,PC,BMI18P5-24,TOTAL,F,Y65-74,TR,2019,22
A,PC,BMI18P5-24,TOTAL,F,Y65-74,UK,2014,37.5
A,PC,BMI18P5-24,TOTAL,F,Y_GE18,AT,2014,56.3
A,PC,BMI18P5-24,TOTAL,F,Y_GE18,AT,2019,52.7
A,PC,BMI18P5-24,TOTAL,F,Y_GE18,BE,2014,53
A,PC,BMI18P5-24,TOTAL,F,Y_GE18,BE,2019,51.3
A,PC,BMI18P5-24,TOTAL,F,Y_GE18,BG,2014,49.6
A,PC,BMI18P5-24,TOTAL,F,Y_GE18,BG,2019,50.3
A,PC,BMI18P5-24,TOTAL,F,Y_GE18,CY,2014,55.4
A,PC,BMI18P5-24,TOTAL,F,Y_GE18,CY,2019,53.6
A,PC,BMI18P5-24,TOTAL,F,Y_GE18,CZ,2014,49.2
A,PC,BMI18P5-24,TOTAL,F,Y_GE18,CZ,2019,47.2
A,PC,BMI18P5-24,TOTAL,F,Y_GE18,DE,2014,52.9
A,PC,BMI18P5-24,TOTAL,F,Y_GE18,DE,2019,50
A,PC,BMI18P5-24,TOTAL,F,Y_GE18,DK,2014,55.7
A,PC,BMI18P5-24,TOTAL,F,Y_GE18,DK,2019,54
A,PC,BMI18P5-24,TOTAL,F,Y_GE18,EE,2014,45.8
A,PC,BMI18P5-24,TOTAL,F,Y_GE18,EE,2019,44.9
A,PC,BMI18P5-24,TOTAL,F,Y_GE18,EL,2014,48.9
A,PC,BMI18P5-24,TOTAL,F,Y_GE18,EL,2019,48.8
A,PC,BMI18P5-24,TOTAL,F,Y_GE18,ES,2014,52.2
A,PC,BMI18P5-24,TOTAL,F,Y_GE18,ES,2019,50.9
A,PC,BMI18P5-24,TOTAL,F,Y_GE18,EU27_2020,2014,52.5
A,PC,BMI18P5-24,TOTAL,F,Y_GE18,EU27_2020,2019,50.5
A,PC,BMI18P5-24,TOTAL,F,Y_GE18,EU28,2014,51.8
